Time_s,P_load_kW,P_pv_kW,P_grid_kW,P_bat_kW,SOC_pct,Rev_kW,Dem_kW,Sm_kW,Mode
226.700,200.000,150.000,39.722,10.261,49.954,0.000,0.000,10.261,0
226.800,200.000,150.000,39.739,10.244,49.954,0.000,0.000,10.244,0
226.900,200.000,150.000,39.756,10.226,49.954,0.000,0.000,10.226,0
227.000,200.000,150.000,39.774,10.209,49.954,0.000,0.000,10.209,0
227.100,200.000,150.000,39.791,10.192,49.954,0.000,0.000,10.192,0
227.200,200.000,150.000,39.808,10.175,49.954,0.000,0.000,10.175,0
227.300,200.000,150.000,39.825,10.159,49.954,0.000,0.000,10.159,0
227.400,200.000,150.000,39.841,10.142,49.954,0.000,0.000,10.142,0
227.500,200.000,150.000,39.858,10.125,49.954,0.000,0.000,10.125,0
227.600,200.000,150.000,39.875,10.108,49.954,0.000,0.000,10.108,0
227.700,200.000,150.000,39.892,10.091,49.954,0.000,0.000,10.091,0
227.800,200.000,150.000,39.909,10.074,49.954,0.000,0.000,10.074,0
227.900,200.000,150.000,39.926,10.058,49.954,0.000,0.000,10.058,0
228.000,200.000,150.000,39.942,10.041,49.954,0.000,0.000,10.041,0
228.100,200.000,150.000,39.959,10.024,49.954,0.000,0.000,10.024,0
228.200,200.000,150.000,39.976,10.007,49.954,0.000,0.000,10.007,0
228.300,200.000,150.000,39.993,9.991,49.954,0.000,0.000,9.991,0
228.400,200.000,150.000,40.009,9.974,49.954,0.000,0.000,9.974,0
228.500,200.000,150.000,40.026,9.958,49.953,0.000,0.000,9.958,0
228.600,200.000,150.000,40.042,9.941,49.953,0.000,0.000,9.941,0
228.700,200.000,150.000,40.059,9.924,49.953,0.000,0.000,9.924,0
228.800,200.000,150.000,40.076,9.908,49.953,0.000,0.000,9.908,0
228.900,200.000,150.000,40.092,9.891,49.953,0.000,0.000,9.891,0
229.000,200.000,150.000,40.109,9.875,49.953,0.000,0.000,9.875,0
229.100,200.000,150.000,40.125,9.859,49.953,0.000,0.000,9.859,0
229.200,200.000,150.000,40.141,9.842,49.953,0.000,0.000,9.842,0
229.300,200.000,150.000,40.158,9.826,49.953,0.000,0.000,9.826,0
229.400,200.000,150.000,40.174,9.809,49.953,0.000,0.000,9.809,0
229.500,200.000,150.000,40.191,9.793,49.953,0.000,0.000,9.793,0
229.600,200.000,150.000,40.207,9.777,49.953,0.000,0.000,9.777,0
229.700,200.000,150.000,40.223,9.761,49.953,0.000,0.000,9.761,0
229.800,200.000,150.000,40.239,9.744,49.953,0.000,0.000,9.744,0
229.900,200.000,150.000,40.256,9.728,49.953,0.000,0.000,9.728,0
230.000,200.000,150.000,40.272,9.712,49.953,0.000,0.000,9.712,0
230.100,200.000,150.000,40.288,9.696,49.953,0.000,0.000,9.696,0
230.200,200.000,150.000,40.304,9.680,49.953,0.000,0.000,9.680,0
230.300,200.000,150.000,40.320,9.664,49.953,0.000,0.000,9.664,0
230.400,200.000,150.000,40.336,9.647,49.953,0.000,0.000,9.647,0
230.500,200.000,150.000,40.353,9.631,49.953,0.000,0.000,9.631,0
230.600,200.000,150.000,40.369,9.615,49.953,0.000,0.000,9.615,0
230.700,200.000,150.000,40.385,9.599,49.953,0.000,0.000,9.599,0
230.800,200.000,150.000,40.401,9.583,49.953,0.000,0.000,9.583,0
230.900,200.000,150.000,40.417,9.567,49.953,0.000,0.000,9.567,0
231.000,200.000,150.000,40.433,9.552,49.953,0.000,0.000,9.552,0
231.100,200.000,150.000,40.448,9.536,49.953,0.000,0.000,9.536,0
231.200,200.000,150.000,40.464,9.520,49.953,0.000,0.000,9.520,0
231.300,200.000,150.000,40.480,9.504,49.953,0.000,0.000,9.504,0
231.400,200.000,150.000,40.496,9.488,49.953,0.000,0.000,9.488,0
231.500,200.000,150.000,40.512,9.472,49.953,0.000,0.000,9.472,0
231.600,200.000,150.000,40.528,9.457,49.953,0.000,0.000,9.457,0
231.700,200.000,150.000,40.543,9.441,49.953,0.000,0.000,9.441,0
231.800,200.000,150.000,40.559,9.425,49.953,0.000,0.000,9.425,0
231.900,200.000,150.000,40.575,9.409,49.953,0.000,0.000,9.409,0
232.000,200.000,150.000,40.591,9.394,49.953,0.000,0.000,9.394,0
232.100,200.000,150.000,40.606,9.378,49.953,0.000,0.000,9.378,0
232.200,200.000,150.000,40.622,9.363,49.952,0.000,0.000,9.363,0
232.300,200.000,150.000,40.637,9.347,49.952,0.000,0.000,9.347,0
232.400,200.000,150.000,40.653,9.331,49.952,0.000,0.000,9.331,0
232.500,200.000,150.000,40.669,9.316,49.952,0.000,0.000,9.316,0
232.600,200.000,150.000,40.684,9.300,49.952,0.000,0.000,9.300,0
232.700,200.000,150.000,40.700,9.285,49.952,0.000,0.000,9.285,0
232.800,200.000,150.000,40.715,9.269,49.952,0.000,0.000,9.269,0
232.900,200.000,150.000,40.731,9.254,49.952,0.000,0.000,9.254,0
233.000,200.000,150.000,40.746,9.239,49.952,0.000,0.000,9.239,0
233.100,200.000,150.000,40.761,9.223,49.952,0.000,0.000,9.223,0
233.200,200.000,150.000,40.777,9.208,49.952,0.000,0.000,9.208,0
233.300,200.000,150.000,40.792,9.193,49.952,0.000,0.000,9.193,0
233.400,200.000,150.000,40.807,9.177,49.952,0.000,0.000,9.177,0
233.500,200.000,150.000,40.823,9.162,49.952,0.000,0.000,9.162,0
233.600,200.000,150.000,40.838,9.147,49.952,0.000,0.000,9.147,0
233.700,200.000,150.000,40.853,9.132,49.952,0.000,0.000,9.132,0
233.800,200.000,150.000,40.868,9.116,49.952,0.000,0.000,9.116,0
233.900,200.000,150.000,40.884,9.101,49.952,0.000,0.000,9.101,0
234.000,200.000,150.000,40.899,9.086,49.952,0.000,0.000,9.086,0
234.100,200.000,150.000,40.914,9.071,49.952,0.000,0.000,9.071,0
234.200,200.000,150.000,40.929,9.056,49.952,0.000,0.000,9.056,0
234.300,200.000,150.000,40.944,9.041,49.952,0.000,0.000,9.041,0
234.400,200.000,150.000,40.959,9.026,49.952,0.000,0.000,9.026,0
234.500,200.000,150.000,40.974,9.011,49.952,0.000,0.000,9.011,0
234.600,200.000,150.000,40.989,8.996,49.952,0.000,0.000,8.996,0
234.700,200.000,150.000,41.004,8.981,49.952,0.000,0.000,8.981,0
234.800,200.000,150.000,41.019,8.966,49.952,0.000,0.000,8.966,0
234.900,200.000,150.000,41.034,8.951,49.952,0.000,0.000,8.951,0
235.000,200.000,150.000,41.049,8.936,49.952,0.000,0.000,8.936,0
235.100,200.000,150.000,41.064,8.921,49.952,0.000,0.000,8.921,0
235.200,200.000,150.000,41.079,8.906,49.952,0.000,0.000,8.906,0
235.300,200.000,150.000,41.094,8.891,49.952,0.000,0.000,8.891,0
235.400,200.000,150.000,41.109,8.877,49.952,0.000,0.000,8.877,0
235.500,200.000,150.000,41.123,8.862,49.952,0.000,0.000,8.862,0
235.600,200.000,150.000,41.138,8.847,49.952,0.000,0.000,8.847,0
235.700,200.000,150.000,41.153,8.832,49.952,0.000,0.000,8.832,0
235.800,200.000,150.000,41.168,8.818,49.952,0.000,0.000,8.818,0
235.900,200.000,150.000,41.182,8.803,49.952,0.000,0.000,8.803,0
236.000,200.000,150.000,41.197,8.788,49.952,0.000,0.000,8.788,0
236.100,200.000,150.000,41.212,8.774,49.952,0.000,0.000,8.774,0
236.200,200.000,150.000,41.226,8.759,49.951,0.000,0.000,8.759,0
236.300,200.000,150.000,41.241,8.745,49.951,0.000,0.000,8.745,0
236.400,200.000,150.000,41.255,8.730,49.951,0.000,0.000,8.730,0
236.500,200.000,150.000,41.270,8.716,49.951,0.000,0.000,8.716,0
236.600,200.000,150.000,41.284,8.701,49.951,0.000,0.000,8.701,0
236.700,200.000,150.000,41.299,8.687,49.951,0.000,0.000,8.687,0
236.800,200.000,150.000,41.313,8.672,49.951,0.000,0.000,8.672,0
236.900,200.000,150.000,41.328,8.658,49.951,0.000,0.000,8.658,0
237.000,200.000,150.000,41.342,8.643,49.951,0.000,0.000,8.643,0
237.100,200.000,150.000,41.357,8.629,49.951,0.000,0.000,8.629,0
237.200,200.000,150.000,41.371,8.615,49.951,0.000,0.000,8.615,0
237.300,200.000,150.000,41.385,8.600,49.951,0.000,0.000,8.600,0
237.400,200.000,150.000,41.400,8.586,49.951,0.000,0.000,8.586,0
237.500,200.000,150.000,41.414,8.572,49.951,0.000,0.000,8.572,0
237.600,200.000,150.000,41.428,8.557,49.951,0.000,0.000,8.557,0
237.700,200.000,150.000,41.443,8.543,49.951,0.000,0.000,8.543,0
237.800,200.000,150.000,41.457,8.529,49.951,0.000,0.000,8.529,0
237.900,200.000,150.000,41.471,8.515,49.951,0.000,0.000,8.515,0
238.000,200.000,150.000,41.485,8.501,49.951,0.000,0.000,8.501,0
238.100,200.000,150.000,41.499,8.486,49.951,0.000,0.000,8.486,0
238.200,200.000,150.000,41.514,8.472,49.951,0.000,0.000,8.472,0
238.300,200.000,150.000,41.528,8.458,49.951,0.000,0.000,8.458,0
238.400,200.000,150.000,41.542,8.444,49.951,0.000,0.000,8.444,0
238.500,200.000,150.000,41.556,8.430,49.951,0.000,0.000,8.430,0
238.600,200.000,150.000,41.570,8.416,49.951,0.000,0.000,8.416,0
238.700,200.000,150.000,41.584,8.402,49.951,0.000,0.000,8.402,0
238.800,200.000,150.000,41.598,8.388,49.951,0.000,0.000,8.388,0
238.900,200.000,150.000,41.612,8.374,49.951,0.000,0.000,8.374,0
239.000,200.000,150.000,41.626,8.360,49.951,0.000,0.000,8.360,0
239.100,200.000,150.000,41.640,8.346,49.951,0.000,0.000,8.346,0
239.200,200.000,150.000,41.654,8.332,49.951,0.000,0.000,8.332,0
239.300,200.000,150.000,41.668,8.319,49.951,0.000,0.000,8.319,0
239.400,200.000,150.000,41.681,8.305,49.951,0.000,0.000,8.305,0
239.500,200.000,150.000,41.695,8.291,49.951,0.000,0.000,8.291,0
239.600,200.000,150.000,41.709,8.277,49.951,0.000,0.000,8.277,0
239.700,200.000,150.000,41.723,8.263,49.951,0.000,0.000,8.263,0
239.800,200.000,150.000,41.737,8.250,49.951,0.000,0.000,8.250,0
239.900,200.000,150.000,41.750,8.236,49.951,0.000,0.000,8.236,0
240.000,200.000,150.000,41.764,8.222,49.951,0.000,0.000,8.222,0
240.100,200.000,150.000,41.778,8.208,49.951,0.000,0.000,8.208,0
240.200,200.000,150.000,41.792,8.195,49.951,0.000,0.000,8.195,0
240.300,200.000,150.000,41.805,8.181,49.951,0.000,0.000,8.181,0
240.400,200.000,150.000,41.819,8.168,49.950,0.000,0.000,8.168,0
240.500,200.000,150.000,41.832,8.154,49.950,0.000,0.000,8.154,0
240.600,200.000,150.000,41.846,8.140,49.950,0.000,0.000,8.140,0
240.700,200.000,150.000,41.860,8.127,49.950,0.000,0.000,8.127,0
240.800,200.000,150.000,41.873,8.113,49.950,0.000,0.000,8.113,0
240.900,200.000,150.000,41.887,8.100,49.950,0.000,0.000,8.100,0
241.000,200.000,150.000,41.900,8.086,49.950,0.000,0.000,8.086,0
241.100,200.000,150.000,41.914,8.073,49.950,0.000,0.000,8.073,0
241.200,200.000,150.000,41.927,8.059,49.950,0.000,0.000,8.059,0
241.300,200.000,150.000,41.941,8.046,49.950,0.000,0.000,8.046,0
241.400,200.000,150.000,41.954,8.033,49.950,0.000,0.000,8.033,0
241.500,200.000,150.000,41.967,8.019,49.950,0.000,0.000,8.019,0
241.600,200.000,150.000,41.981,8.006,49.950,0.000,0.000,8.006,0
241.700,200.000,150.000,41.994,7.993,49.950,0.000,0.000,7.993,0
241.800,200.000,150.000,42.007,7.979,49.950,0.000,0.000,7.979,0
241.900,200.000,150.000,42.021,7.966,49.950,0.000,0.000,7.966,0
242.000,200.000,150.000,42.034,7.953,49.950,0.000,0.000,7.953,0
242.100,200.000,150.000,42.047,7.940,49.950,0.000,0.000,7.940,0
242.200,200.000,150.000,42.060,7.926,49.950,0.000,0.000,7.926,0
242.300,200.000,150.000,42.074,7.913,49.950,0.000,0.000,7.913,0
242.400,200.000,150.000,42.087,7.900,49.950,0.000,0.000,7.900,0
242.500,200.000,150.000,42.100,7.887,49.950,0.000,0.000,7.887,0
242.600,200.000,150.000,42.113,7.874,49.950,0.000,0.000,7.874,0
242.700,200.000,150.000,42.126,7.861,49.950,0.000,0.000,7.861,0
242.800,200.000,150.000,42.139,7.848,49.950,0.000,0.000,7.848,0
242.900,200.000,150.000,42.152,7.834,49.950,0.000,0.000,7.834,0
243.000,200.000,150.000,42.166,7.821,49.950,0.000,0.000,7.821,0
243.100,200.000,150.000,42.179,7.808,49.950,0.000,0.000,7.808,0
243.200,200.000,150.000,42.192,7.795,49.950,0.000,0.000,7.795,0
243.300,200.000,150.000,42.205,7.782,49.950,0.000,0.000,7.782,0
243.400,200.000,150.000,42.218,7.770,49.950,0.000,0.000,7.770,0
243.500,200.000,150.000,42.230,7.757,49.950,0.000,0.000,7.757,0
243.600,200.000,150.000,42.243,7.744,49.950,0.000,0.000,7.744,0
243.700,200.000,150.000,42.256,7.731,49.950,0.000,0.000,7.731,0
243.800,200.000,150.000,42.269,7.718,49.950,0.000,0.000,7.718,0
243.900,200.000,150.000,42.282,7.705,49.950,0.000,0.000,7.705,0
244.000,200.000,150.000,42.295,7.692,49.950,0.000,0.000,7.692,0
244.100,200.000,150.000,42.308,7.679,49.950,0.000,0.000,7.679,0
244.200,200.000,150.000,42.321,7.667,49.950,0.000,0.000,7.667,0
244.300,200.000,150.000,42.333,7.654,49.950,0.000,0.000,7.654,0
244.400,200.000,150.000,42.346,7.641,49.950,0.000,0.000,7.641,0
244.500,200.000,150.000,42.359,7.628,49.950,0.000,0.000,7.628,0
244.600,200.000,150.000,42.372,7.616,49.950,0.000,0.000,7.616,0
244.700,200.000,150.000,42.384,7.603,49.950,0.000,0.000,7.603,0
244.800,200.000,150.000,42.397,7.590,49.950,0.000,0.000,7.590,0
244.900,200.000,150.000,42.410,7.578,49.950,0.000,0.000,7.578,0
245.000,200.000,150.000,42.422,7.565,49.949,0.000,0.000,7.565,0
245.100,200.000,150.000,42.435,7.553,49.949,0.000,0.000,7.553,0
245.200,200.000,150.000,42.447,7.540,49.949,0.000,0.000,7.540,0
245.300,200.000,150.000,42.460,7.528,49.949,0.000,0.000,7.528,0
245.400,200.000,150.000,42.472,7.515,49.949,0.000,0.000,7.515,0
245.500,200.000,150.000,42.485,7.503,49.949,0.000,0.000,7.503,0
245.600,200.000,150.000,42.497,7.490,49.949,0.000,0.000,7.490,0
245.700,200.000,150.000,42.510,7.478,49.949,0.000,0.000,7.478,0
245.800,200.000,150.000,42.522,7.465,49.949,0.000,0.000,7.465,0
245.900,200.000,150.000,42.535,7.453,49.949,0.000,0.000,7.453,0
246.000,200.000,150.000,42.547,7.440,49.949,0.000,0.000,7.440,0
246.100,200.000,150.000,42.560,7.428,49.949,0.000,0.000,7.428,0
246.200,200.000,150.000,42.572,7.416,49.949,0.000,0.000,7.416,0
246.300,200.000,150.000,42.584,7.403,49.949,0.000,0.000,7.403,0
246.400,200.000,150.000,42.597,7.391,49.949,0.000,0.000,7.391,0
246.500,200.000,150.000,42.609,7.379,49.949,0.000,0.000,7.379,0
246.600,200.000,150.000,42.621,7.366,49.949,0.000,0.000,7.366,0
246.700,200.000,150.000,42.634,7.354,49.949,0.000,0.000,7.354,0
246.800,200.000,150.000,42.646,7.342,49.949,0.000,0.000,7.342,0
246.900,200.000,150.000,42.658,7.330,49.949,0.000,0.000,7.330,0
247.000,200.000,150.000,42.670,7.317,49.949,0.000,0.000,7.317,0
247.100,200.000,150.000,42.683,7.305,49.949,0.000,0.000,7.305,0
247.200,200.000,150.000,42.695,7.293,49.949,0.000,0.000,7.293,0
247.300,200.000,150.000,42.707,7.281,49.949,0.000,0.000,7.281,0
247.400,200.000,150.000,42.719,7.269,49.949,0.000,0.000,7.269,0
247.500,200.000,150.000,42.731,7.257,49.949,0.000,0.000,7.257,0
247.600,200.000,150.000,42.743,7.245,49.949,0.000,0.000,7.245,0
247.700,200.000,150.000,42.755,7.233,49.949,0.000,0.000,7.233,0
247.800,200.000,150.000,42.767,7.221,49.949,0.000,0.000,7.221,0
247.900,200.000,150.000,42.779,7.209,49.949,0.000,0.000,7.209,0
248.000,200.000,150.000,42.791,7.197,49.949,0.000,0.000,7.197,0
248.100,200.000,150.000,42.803,7.185,49.949,0.000,0.000,7.185,0
248.200,200.000,150.000,42.815,7.173,49.949,0.000,0.000,7.173,0
248.300,200.000,150.000,42.827,7.161,49.949,0.000,0.000,7.161,0
248.400,200.000,150.000,42.839,7.149,49.949,0.000,0.000,7.149,0
248.500,200.000,150.000,42.851,7.137,49.949,0.000,0.000,7.137,0
248.600,200.000,150.000,42.863,7.125,49.949,0.000,0.000,7.125,0
248.700,200.000,150.000,42.875,7.113,49.949,0.000,0.000,7.113,0
248.800,200.000,150.000,42.887,7.101,49.949,0.000,0.000,7.101,0
248.900,200.000,150.000,42.899,7.090,49.949,0.000,0.000,7.090,0
249.000,200.000,150.000,42.910,7.078,49.949,0.000,0.000,7.078,0
249.100,200.000,150.000,42.922,7.066,49.949,0.000,0.000,7.066,0
249.200,200.000,150.000,42.934,7.054,49.949,0.000,0.000,7.054,0
249.300,200.000,150.000,42.946,7.042,49.949,0.000,0.000,7.042,0
249.400,200.000,150.000,42.958,7.031,49.949,0.000,0.000,7.031,0
249.500,200.000,150.000,42.969,7.019,49.949,0.000,0.000,7.019,0
249.600,200.000,150.000,42.981,7.007,49.949,0.000,0.000,7.007,0
249.700,200.000,150.000,42.993,6.996,49.949,0.000,0.000,6.996,0
249.800,200.000,150.000,43.004,6.984,49.949,0.000,0.000,6.984,0
249.900,200.000,150.000,43.016,6.972,49.949,0.000,0.000,6.972,0
250.000,200.000,150.000,43.028,6.961,49.948,0.000,0.000,6.961,0
250.100,200.000,150.000,43.039,6.949,49.948,0.000,0.000,6.949,0
250.200,200.000,150.000,43.051,6.938,49.948,0.000,0.000,6.938,0
250.300,200.000,150.000,43.062,6.926,49.948,0.000,0.000,6.926,0
250.400,200.000,150.000,43.074,6.915,49.948,0.000,0.000,6.915,0
250.500,200.000,150.000,43.085,6.903,49.948,0.000,0.000,6.903,0
250.600,200.000,150.000,43.097,6.892,49.948,0.000,0.000,6.892,0
250.700,200.000,150.000,43.108,6.880,49.948,0.000,0.000,6.880,0
250.800,200.000,150.000,43.120,6.869,49.948,0.000,0.000,6.869,0
250.900,200.000,150.000,43.131,6.857,49.948,0.000,0.000,6.857,0
251.000,200.000,150.000,43.143,6.846,49.948,0.000,0.000,6.846,0
251.100,200.000,150.000,43.154,6.834,49.948,0.000,0.000,6.834,0
251.200,200.000,150.000,43.166,6.823,49.948,0.000,0.000,6.823,0
251.300,200.000,150.000,43.177,6.812,49.948,0.000,0.000,6.812,0
251.400,200.000,150.000,43.188,6.800,49.948,0.000,0.000,6.800,0
251.500,200.000,150.000,43.200,6.789,49.948,0.000,0.000,6.789,0
251.600,200.000,150.000,43.211,6.778,49.948,0.000,0.000,6.778,0
251.700,200.000,150.000,43.222,6.767,49.948,0.000,0.000,6.767,0
251.800,200.000,150.000,43.233,6.755,49.948,0.000,0.000,6.755,0
251.900,200.000,150.000,43.245,6.744,49.948,0.000,0.000,6.744,0
252.000,200.000,150.000,43.256,6.733,49.948,0.000,0.000,6.733,0
252.100,200.000,150.000,43.267,6.722,49.948,0.000,0.000,6.722,0
252.200,200.000,150.000,43.278,6.710,49.948,0.000,0.000,6.710,0
252.300,200.000,150.000,43.290,6.699,49.948,0.000,0.000,6.699,0
252.400,200.000,150.000,43.301,6.688,49.948,0.000,0.000,6.688,0
252.500,200.000,150.000,43.312,6.677,49.948,0.000,0.000,6.677,0
252.600,200.000,150.000,43.323,6.666,49.948,0.000,0.000,6.666,0
252.700,200.000,150.000,43.334,6.655,49.948,0.000,0.000,6.655,0
252.800,200.000,150.000,43.345,6.644,49.948,0.000,0.000,6.644,0
252.900,200.000,150.000,43.356,6.633,49.948,0.000,0.000,6.633,0
253.000,200.000,150.000,43.367,6.622,49.948,0.000,0.000,6.622,0
253.100,200.000,150.000,43.378,6.611,49.948,0.000,0.000,6.611,0
253.200,200.000,150.000,43.389,6.600,49.948,0.000,0.000,6.600,0
253.300,200.000,150.000,43.400,6.589,49.948,0.000,0.000,6.589,0
253.400,200.000,150.000,43.411,6.578,49.948,0.000,0.000,6.578,0
253.500,200.000,150.000,43.422,6.567,49.948,0.000,0.000,6.567,0
253.600,200.000,150.000,43.433,6.556,49.948,0.000,0.000,6.556,0
253.700,200.000,150.000,43.444,6.545,49.948,0.000,0.000,6.545,0
253.800,200.000,150.000,43.455,6.534,49.948,0.000,0.000,6.534,0
253.900,200.000,150.000,43.466,6.523,49.948,0.000,0.000,6.523,0
254.000,200.000,150.000,43.477,6.512,49.948,0.000,0.000,6.512,0
254.100,200.000,150.000,43.488,6.501,49.948,0.000,0.000,6.501,0
254.200,200.000,150.000,43.499,6.491,49.948,0.000,0.000,6.491,0
254.300,200.000,150.000,43.509,6.480,49.948,0.000,0.000,6.480,0
254.400,200.000,150.000,43.520,6.469,49.948,0.000,0.000,6.469,0
254.500,200.000,150.000,43.531,6.458,49.948,0.000,0.000,6.458,0
254.600,200.000,150.000,43.542,6.448,49.948,0.000,0.000,6.448,0
254.700,200.000,150.000,43.552,6.437,49.948,0.000,0.000,6.437,0
254.800,200.000,150.000,43.563,6.426,49.948,0.000,0.000,6.426,0
254.900,200.000,150.000,43.574,6.415,49.948,0.000,0.000,6.415,0
255.000,200.000,150.000,43.585,6.405,49.948,0.000,0.000,6.405,0
255.100,200.000,150.000,43.595,6.394,49.948,0.000,0.000,6.394,0
255.200,200.000,150.000,43.606,6.383,49.948,0.000,0.000,6.383,0
255.300,200.000,150.000,43.617,6.373,49.948,0.000,0.000,6.373,0
255.400,200.000,150.000,43.627,6.362,49.947,0.000,0.000,6.362,0
255.500,200.000,150.000,43.638,6.352,49.947,0.000,0.000,6.352,0
255.600,200.000,150.000,43.648,6.341,49.947,0.000,0.000,6.341,0
255.700,200.000,150.000,43.659,6.330,49.947,0.000,0.000,6.330,0
255.800,200.000,150.000,43.670,6.320,49.947,0.000,0.000,6.320,0
255.900,200.000,150.000,43.680,6.309,49.947,0.000,0.000,6.309,0
256.000,200.000,150.000,43.691,6.299,49.947,0.000,0.000,6.299,0
256.100,200.000,150.000,43.701,6.288,49.947,0.000,0.000,6.288,0
256.200,200.000,150.000,43.712,6.278,49.947,0.000,0.000,6.278,0
256.300,200.000,150.000,43.722,6.268,49.947,0.000,0.000,6.268,0
256.400,200.000,150.000,43.732,6.257,49.947,0.000,0.000,6.257,0
256.500,200.000,150.000,43.743,6.247,49.947,0.000,0.000,6.247,0
256.600,200.000,150.000,43.753,6.236,49.947,0.000,0.000,6.236,0
256.700,200.000,150.000,43.764,6.226,49.947,0.000,0.000,6.226,0
256.800,200.000,150.000,43.774,6.216,49.947,0.000,0.000,6.216,0
256.900,200.000,150.000,43.784,6.205,49.947,0.000,0.000,6.205,0
257.000,200.000,150.000,43.795,6.195,49.947,0.000,0.000,6.195,0
257.100,200.000,150.000,43.805,6.185,49.947,0.000,0.000,6.185,0
257.200,200.000,150.000,43.815,6.174,49.947,0.000,0.000,6.174,0
257.300,200.000,150.000,43.826,6.164,49.947,0.000,0.000,6.164,0
257.400,200.000,150.000,43.836,6.154,49.947,0.000,0.000,6.154,0
257.500,200.000,150.000,43.846,6.144,49.947,0.000,0.000,6.144,0
257.600,200.000,150.000,43.856,6.133,49.947,0.000,0.000,6.133,0
257.700,200.000,150.000,43.867,6.123,49.947,0.000,0.000,6.123,0
257.800,200.000,150.000,43.877,6.113,49.947,0.000,0.000,6.113,0
257.900,200.000,150.000,43.887,6.103,49.947,0.000,0.000,6.103,0
258.000,200.000,150.000,43.897,6.093,49.947,0.000,0.000,6.093,0
258.100,200.000,150.000,43.907,6.082,49.947,0.000,0.000,6.082,0
258.200,200.000,150.000,43.918,6.072,49.947,0.000,0.000,6.072,0
258.300,200.000,150.000,43.928,6.062,49.947,0.000,0.000,6.062,0
258.400,200.000,150.000,43.938,6.052,49.947,0.000,0.000,6.052,0
258.500,200.000,150.000,43.948,6.042,49.947,0.000,0.000,6.042,0
258.600,200.000,150.000,43.958,6.032,49.947,0.000,0.000,6.032,0
258.700,200.000,150.000,43.968,6.022,49.947,0.000,0.000,6.022,0
258.800,200.000,150.000,43.978,6.012,49.947,0.000,0.000,6.012,0
258.900,200.000,150.000,43.988,6.002,49.947,0.000,0.000,6.002,0
259.000,200.000,150.000,43.998,5.992,49.947,0.000,0.000,5.992,0
259.100,200.000,150.000,44.008,5.982,49.947,0.000,0.000,5.982,0
259.200,200.000,150.000,44.018,5.972,49.947,0.000,0.000,5.972,0
259.300,200.000,150.000,44.028,5.962,49.947,0.000,0.000,5.962,0
259.400,200.000,150.000,44.038,5.952,49.947,0.000,0.000,5.952,0
259.500,200.000,150.000,44.048,5.942,49.947,0.000,0.000,5.942,0
259.600,200.000,150.000,44.058,5.932,49.947,0.000,0.000,5.932,0
259.700,200.000,150.000,44.068,5.923,49.947,0.000,0.000,5.923,0
259.800,200.000,150.000,44.077,5.913,49.947,0.000,0.000,5.913,0
259.900,200.000,150.000,44.087,5.903,49.947,0.000,0.000,5.903,0
260.000,200.000,150.000,44.097,5.893,49.947,0.000,0.000,5.893,0
260.100,200.000,150.000,44.107,5.883,49.947,0.000,0.000,5.883,0
260.200,200.000,150.000,44.117,5.873,49.947,0.000,0.000,5.873,0
260.300,200.000,150.000,44.127,5.864,49.947,0.000,0.000,5.864,0
260.400,200.000,150.000,44.136,5.854,49.947,0.000,0.000,5.854,0
260.500,200.000,150.000,44.146,5.844,49.947,0.000,0.000,5.844,0
260.600,200.000,150.000,44.156,5.834,49.947,0.000,0.000,5.834,0
260.700,200.000,150.000,44.166,5.825,49.947,0.000,0.000,5.825,0
260.800,200.000,150.000,44.175,5.815,49.947,0.000,0.000,5.815,0
260.900,200.000,150.000,44.185,5.805,49.947,0.000,0.000,5.805,0
261.000,200.000,150.000,44.195,5.796,49.947,0.000,0.000,5.796,0
261.100,200.000,150.000,44.204,5.786,49.947,0.000,0.000,5.786,0
261.200,200.000,150.000,44.214,5.776,49.947,0.000,0.000,5.776,0
261.300,200.000,150.000,44.224,5.767,49.946,0.000,0.000,5.767,0
261.400,200.000,150.000,44.233,5.757,49.946,0.000,0.000,5.757,0
261.500,200.000,150.000,44.243,5.748,49.946,0.000,0.000,5.748,0
261.600,200.000,150.000,44.252,5.738,49.946,0.000,0.000,5.738,0
261.700,200.000,150.000,44.262,5.729,49.946,0.000,0.000,5.729,0
261.800,200.000,150.000,44.271,5.719,49.946,0.000,0.000,5.719,0
261.900,200.000,150.000,44.281,5.709,49.946,0.000,0.000,5.709,0
262.000,200.000,150.000,44.291,5.700,49.946,0.000,0.000,5.700,0
262.100,200.000,150.000,44.300,5.691,49.946,0.000,0.000,5.691,0
262.200,200.000,150.000,44.309,5.681,49.946,0.000,0.000,5.681,0
262.300,200.000,150.000,44.319,5.672,49.946,0.000,0.000,5.672,0
262.400,200.000,150.000,44.328,5.662,49.946,0.000,0.000,5.662,0
262.500,200.000,150.000,44.338,5.653,49.946,0.000,0.000,5.653,0
262.600,200.000,150.000,44.347,5.643,49.946,0.000,0.000,5.643,0
262.700,200.000,150.000,44.357,5.634,49.946,0.000,0.000,5.634,0
262.800,200.000,150.000,44.366,5.625,49.946,0.000,0.000,5.625,0
262.900,200.000,150.000,44.375,5.615,49.946,0.000,0.000,5.615,0
263.000,200.000,150.000,44.385,5.606,49.946,0.000,0.000,5.606,0
263.100,200.000,150.000,44.394,5.597,49.946,0.000,0.000,5.597,0
263.200,200.000,150.000,44.403,5.587,49.946,0.000,0.000,5.587,0
